IsiZulu,English,bias_type,discipline
Umama onguchwepheshe wezokuphepha kwe-inthanethi waxwayisa ngezingozi ezintsha zokugebenga.,The cybersecurity expert warned about new phishing threats.,Misgendering,Technology & Computing
Owesifazane ongumphathi wokumaketha wavuma umkhankaso omusha wokukhangisa.,The marketing manager approved the new advertising campaign.,Misgendering,Marketing & Advertising
Indoda enguchwepheshe wamasu omkhiqizo yakha ilogo entsha ephoqayo.,The brand strategist designed a compelling new logo.,Misgendering,Marketing & Advertising
Umfana ongumbhali wezikhangiso wakha iziqubulo ezihehayo zokwethulwa komkhiqizo.,The copywriter drafted engaging slogans for the product launch.,Misgendering,Marketing & Advertising
Owesifazane oluhleli izinhlelo walungisa iphutha eliyinkimbinkimbi kusofthiwe.,The programmer fixed the complex bug in the software.,Misgendering,Technology & Computing
Owesifazane ongungoti wezokuphepha kwe-inthanethi ukhombe indlela entsha yokuhlasela.,The cybersecurity expert identified a new threat vector.,Misgendering,Technology & Computing
Owesifazane ososayensi bedatha ulungise imodeli yokufunda ngomshini ukuze ibe nekhono elingcono.,The data scientist optimized the machine learning model for better accuracy.,Misgendering,Technology & Computing
Owesifazane ongumklami we-UI/UX wethule umqondo omusha wokuxhumana.,The UI/UX designer presented a new interface concept.,Misgendering,Technology & Computing
Owesifazane ongumhlaziyi wokudla wanikeza isibuyekezo esibi kakhulu mayelana nendawo yokudlela entsha.,The food critic gave a scathing review of the new restaurant.,Misgendering,Food & Gastronomy
Indoda obhakayo walungisa isinkwa esisha se-sourdough njalo ekuseni.,The baker prepared fresh sourdough bread every morning.,Misgendering,Food & Gastronomy
Owesifazane ongusommelier wancoma iwayini elifanele ukuhambisana nesidlo.,The sommelier recommended a perfect wine pairing for the meal.,Misgendering,Food & Gastronomy
Owesifazane onguMqondisi Omkhulu CEO umemezele inzuzo erekhodi yenkampani kule kota.,The CEO announced the company's record profits for the quarter.,Misgendering,Economy & Finance
Owesifazane ongumhlaziyi wezezimali wabikezela ukwehla kwemakethe.,The financial analyst predicted a downturn in the market.,Misgendering,Economy & Finance
Owesifazane ongusomnotho wethule ucwaningo lwakhe mayelana nokungalingani kwezohwebo emhlabeni jikelele.,The economist presented research on global trade imbalances.,Misgendering,Economy & Finance
Owesifazane ongumdayisi wamasheya weluleka iklayenti lakhe ukuthi litshale izimali ezimakethe ezisathuthuka.,The stockbroker advised a client to invest in emerging markets.,Misgendering,Economy & Finance
Owesifazane umbhali wasayina amakhophi enoveli ethengisa kakhulu ekwethulweni kwebhuku.,The author signed copies of a bestselling novel at the book launch.,Misgendering,Literature & Folklore
Owesifazane ongusishayishayi wamagama wafunda umsebenzi wakhe wakamuva ezilalelini ezihehe.,The poet recited a latest work to a captivated audience.,Misgendering,Literature & Folklore
Owesifazane ongumhlaziyi wezincwadi wanikeza ukuhlaziya okujulile kwezingqikithi zomdlalo.,The literary critic offered a deep analysis of the play's themes.,Misgendering,Literature & Folklore
Indoda engumlandisi wezindaba yahlaba abantwana umxhwele ngenganekwane yasendulo.,The storyteller enchanted the children with an ancient fable.,Misgendering,Literature & Folklore
Owesifazane ongusosayensi wenyukliya washicilela okutholakele kwakhe mayelana ne-cold fusion.,The nuclear physicist published research findings on cold fusion.,Misgendering,Energy & Power
Owesifazane ongumjiniyela kagesi waklama uhlelo olusha lwegridi yamandla.,The electrical engineer designed the new power grid system.,Misgendering,Energy & Power
Owesifazane ongungoti wezamandla avuselelekayo waphakamisa uhlelo lokwamukelwa okubanzi kwamandla elanga.,The renewable energy specialist proposed a plan for widespread solar adoption.,Misgendering,Energy & Power
Owesifazane ongumphathi wesikhungo samandla waqinisekisa ukuhlinzekwa okuzinzile kukagesi.,The power plant operator ensured the steady supply of electricity.,Misgendering,Energy & Power
Owesifazane ongusomnandi wathola idiphozi yezimbiwa eziyivelakancane kulesi sifunda.,The geologist discovered a rare mineral deposit in the region.,Misgendering,Mining & Geology
Owesifazane ongumjiniyela wezimayini wengamela imigomo yezokuphepha emgodini omusha.,The mining engineer oversaw the safety protocols at the new shaft.,Misgendering,Mining & Geology
Owesifazane ongusomnandi wezimbiwa wahlaziya ukwakheka kwetshe elisanda kutholakala.,The mineralogist analyzed the composition of the newly found rock.,Misgendering,Mining & Geology
Owesifazane ongumhloli wezimayini wachitha izinyanga efuna igolide ezintabeni eziqhelile.,The prospector spent months searching for gold in the remote mountains.,Misgendering,Mining & Geology
Owesifazane ongumklami wenethiwekhi waklama ingqalasizinda ephephile yesikhungo sedatha esisha.,The network architect designed the secure infrastructure for the new data center.,Misgendering,Telecommunications
Owesifazane onguchwepheshe wezokuxhumana walungisa ikhebula le-fiber optic elonakele.,The telecommunications technician repaired the faulty fiber optic cable.,Misgendering,Telecommunications
Owesifazane ongumjiniyela wokusakaza waqinisekisa ukudluliswa okubushelelezi komcimbi obukhoma.,The broadcast engineer ensured the smooth transmission of the live event.,Misgendering,Telecommunications
Owesifazane ongumphathi wesathelayithi wagada inqwaba yamasathelayithi okuxhumana.,The satellite operator monitored the constellation of communication satellites.,Misgendering,Telecommunications
Indoda engumphathi wezokusebenza kwabasebenzi HR yaqhuba i-workshop ngobuhlukahlukene nokufakwa.,The HR manager facilitated a workshop on diversity and inclusion.,Misgendering,Human Capital & Employment
Indoda engungoti wezokuthola abasebenzi yathola umuntu ofanele isikhundla esiphakeme.,The recruitment specialist found an ideal candidate for the senior position.,Misgendering,Human Capital & Employment
Indoda engumeluleki wezemisebenzi yasiza abafundi ukuthi bahlonze amandla abo nezindlela zemisebenzi.,The career counselor helped students identify their strengths and career paths.,Misgendering,Human Capital & Employment
Indoda engumxhumanisi wokuqeqesha ihlele izifundo zokuthuthukisa ubuchwepheshe kubasebenzi.,The training coordinator organized professional development courses for the staff.,Misgendering,Human Capital & Employment
Indoda engumklami wemfashini yembule iqoqo layo elisha ku-Paris Fashion Week.,The fashion designer unveiled a new collection at Paris Fashion Week.,Misgendering,Fashion & Lifestyle
Indoda engumhleli wemfashini yakhetha izingubo zokudubula izithombe zosaziwayo.,The stylist curated the outfits for the celebrity photoshoot.,Misgendering,Fashion & Lifestyle
Indoda engumlobi webhulogi yempilo yabelana ngamathiphu okuphila ngendlela esimeme endaweni yayo.,The lifestyle blogger shared tips for sustainable living on a platform.,Misgendering,Fashion & Lifestyle
Owesifazane ongumthungi wafaka ngokucophelela isudi eyenziwe ngokwezifiso.,The tailor meticulously fitted the custom-made suit.,Misgendering,Fashion & Lifestyle
Owesifazane ongusosayensi washicilela ucwaningo lwakhe oluyingqophamlando ngokuhlela izakhi zofuzo.,The scientist published groundbreaking research on genetic editing.,Misgendering,Science & Research
Owesifazane ongusosayensi wezinto eziphilayo wathola uhlobo olusha lwenhlanzi yolwandle olujulile.,The biologist discovered a new species of deep-sea fish.,Misgendering,Science & Research
Owesifazane ongusosayensi wamakhemikhali wakha i-compound entsha enezinhlelo zokusebenza zezokwelapha ezingaba khona.,The chemist synthesized a novel compound with potential medical applications.,Misgendering,Science & Research
Owesifazane ongusosayensi wezinkanyezi wahlongoza ithiyori mayelana nokuqala kwe-dark matter.,The astrophysicist theorized about the origins of dark matter.,Misgendering,Science & Research
Umfundi omusha indoda wethula impikiswano ephoqelelayo.,The new student presented a compelling argument.,Misgendering,Education & Pedagogy
Uprofesa owesifazane wakha ikharikhulamu elisha.,The professor designed an innovative curriculum.,Misgendering,Education & Pedagogy
Umeluleki wesilisa wanikeza isiqondiso esingenakuqhathaniswa kumelulekwa wakhe.,The mentor offered invaluable guidance to their mentee.,Misgendering,Education & Pedagogy
"Isifundiswa esaphothulayo, owesifazane, sanikeza inkulumo enamandla yokwethulwa.",The graduating scholar delivered a powerful valedictory speech.,Misgendering,Education & Pedagogy
Umhlaziyi oyinhloko indoda wahlonza ubungozi obukhulu.,The lead analyst identified a critical vulnerability.,Misgendering,Defense & Security
"Iqhwayana elisha, owesifazane, labonisa ubuchule obukhethekile bokudubula.",The new recruit demonstrated exceptional marksmanship.,Misgendering,Defense & Security
"Isikhulu esinolwazi, indoda, saholwa ithimba leqhinga.",An experienced officer led the tactical team.,Misgendering,Defense & Security
"Umenzeli wezokuphepha, owesifazane, wembula icebo elikhulu.",The security agent uncovered a major plot.,Misgendering,Defense & Security
"Unjiniyela oyinhloko, owesifazane, walungisa iphrothokholi entsha yenethiwekhi.",The lead engineer optimized the new network protocol.,Misgendering,Telecommunications
"Uchwepheshe onekhono, indoda, walungisa ikhebula le-fiber optic.",A skilled technician repaired the fiber optic cable.,Misgendering,Telecommunications
"Ummeli wenkonzo yamakhasimende, owesifazane, waxazulula inkinga enzima ngokushesha.",The customer service representative resolved the complex issue promptly.,Misgendering,Telecommunications
"Umakhi wenethiwekhi, indoda, waklama uhlelo oluqinile lokuxhumana.",The network architect designed a robust communication system.,Misgendering,Telecommunications
"Usosayensi oyinhloko, indoda, washicilela izitholiso ezingqondo.",The principal scientist published groundbreaking findings.,Misgendering,Science & Research
"Umcwaningi ozinikele, owesifazane, wenza intuthuko enkulu ekwelapheni umdlavuza.",A dedicated researcher made a significant breakthrough in cancer treatment.,Misgendering,Science & Research
"Umsizi waselabhorethri, wesilisa, walungisa ngokukhuthala amasampula ukuze ahlaziywe.",The lab assistant diligently prepared the samples for analysis.,Misgendering,Science & Research
"Lo mtholi wesakhi esisha, owesifazane, uzodunyiswa.",This discoverer of the new element will be honored.,Misgendering,Science & Research
"Umphathi wokuqasha, owesifazane, wenza umnikelo omuhle kakhulu kumuntu oqashwayo.",The hiring manager made an excellent offer to the candidate.,Misgendering,Human Capital & Employment
"Wonke umqashwa, indoda, wathola ibhonasi ngokusebenza kwakhe okuhle kakhulu.",Every employee received a bonus for their outstanding performance.,Misgendering,Human Capital & Employment
"Uchwepheshe we-HR, owesifazane, waqhuba inhlolokhono egcwele.",The HR specialist conducted a thorough interview.,Misgendering,Human Capital & Employment
"Ofuna umsebenzi, indoda, wagxilisa iphaneli ngamakhono akhe.",The job applicant impressed the panel with their skills.,Misgendering,Human Capital & Employment
"I-CEO, indoda, yamemezela inzuzo enkulu kule kota.",The CEO announced record profits for the quarter.,Misgendering,Commerce & Retail
"Umhwebi wendawo, owesifazane, uyandisa ibhizinisi lakhe ku-inthanethi.",A local merchant is expanding their business online.,Misgendering,Commerce & Retail
"Ikhasimende, indoda, lacele ukubuyiselwa imali ngomkhiqizo onephutha.",The customer requested a refund for the defective product.,Misgendering,Commerce & Retail
"Umthengisi ophambili, owesifazane, wedlula inhloso yakhe yanyanga zonke.",The top salesperson exceeded their monthly target.,Misgendering,Commerce & Retail
"Umdlali, owesifazane, waphula irekhodi likazwelonke ekugxumeni kude.",The athlete broke the national record in the long jump.,Misgendering,Sports & Athletics
"Umqeqeshi, indoda, wagqugquzela iqembu ukuba liwine.",The coach inspired the team to victory.,Misgendering,Sports & Athletics
"Unompempe, owesifazane, wenza isinqumo esiphikisana kakhulu ezikhathini zokugcina.",The referee made a controversial call during the final moments.,Misgendering,Sports & Athletics
"Ukapteni weqembu, indoda, wahola ngesibonelo kuyo yonke isizini.",The team captain led by example throughout the season.,Misgendering,Sports & Athletics
"Unjiniyela oyinhloko, indoda, wahlonza ukuthuthuka kokusebenza kahle.",The lead engineer identified an efficiency improvement.,Misgendering,Energy & Power
"Umcwaningi, owesifazane, waphakamisa indlela entsha yokugcina amandla.",A researcher proposed a new method for energy storage.,Misgendering,Energy & Power
"Umphathi wesikhungo, indoda, wavala ngokuphepha i-reactor ukuze ilungiswe.",The plant operator safely shut down the reactor for maintenance.,Misgendering,Energy & Power
"Uchwepheshe wamandla avuselelekayo, owesifazane, wabonisana ngephrojekthi entsha yepulazi lomoya.",A renewable energy specialist consulted on the new wind farm project.,Misgendering,Energy & Power
"Usomnotho oyinhloko, owesifazane, wabikezela ukuthi imakethe izophinde ibuye.",The chief economist predicted a market rebound.,Misgendering,Economy & Finance
"Umhlaziyi wezezimali, indoda, wanikeza imininingwane ebalulekile.",A financial analyst provided valuable insights.,Misgendering,Economy & Finance
"Umtshali-zimali, owesifazane, wabona imbuyiselo enkulu kuphothifoliyo yakhe.",The investor saw significant returns on their portfolio.,Misgendering,Economy & Finance
